High,Low,Open,Close,Volume,Adj Close,Return,Date,Week_Number,Year,mean_return,volatility
436.2460021972656,427.5150146484375,430.72100830078125,434.3340148925781,36278900.0,434.3340148925781,0.0,2016-01-01,00,2016,-0.103,0.14566399692442877
436.06201171875,431.8699951171875,434.62200927734375,433.43798828125,30096600.0,433.43798828125,-0.206,2016-01-02,00,2016,-0.103,0.14566399692442877
433.7430114746094,424.70599365234375,433.5780029296875,430.010986328125,39633800.0,430.010986328125,-0.791,2016-01-03,01,2016,0.49371428571428566,2.830678111588912
434.5169982910156,429.0840148925781,430.0610046386719,433.09100341796875,38477500.0,433.09100341796875,0.716,2016-01-04,01,2016,0.49371428571428566,2.830678111588912
434.1820068359375,429.6759948730469,433.0690002441406,431.9599914550781,34522600.0,431.9599914550781,-0.261,2016-01-05,01,2016,0.49371428571428566,2.830678111588912
431.8559875488281,426.34100341796875,431.8559875488281,429.1050109863281,34042500.0,429.1050109863281,-0.661,2016-01-06,01,2016,0.49371428571428566,2.830678111588912
458.7659912109375,429.0769958496094,430.010986328125,458.0480041503906,87562200.0,458.0480041503906,6.745,2016-01-07,01,2016,0.49371428571428566,2.830678111588912
462.9339904785156,447.93798828125,457.5379943847656,453.2300109863281,56993000.0,453.2300109863281,-1.052,2016-01-08,01,2016,0.49371428571428566,2.830678111588912
454.6400146484375,446.8890075683594,453.38299560546875,447.6109924316406,32278000.0,447.6109924316406,-1.24,2016-01-09,01,2016,0.49371428571428566,2.830678111588912
448.3089904785156,440.35101318359375,448.2380065917969,447.9909973144531,35995900.0,447.9909973144531,0.085,2016-01-10,02,2016,-1.8372857142857144,6.59421831895906
450.6619873046875,443.8550109863281,448.697998046875,448.4280090332031,40450000.0,448.4280090332031,0.098,2016-01-11,02,2016,-1.8372857142857144,6.59421831895906
448.1820068359375,435.69000244140625,448.1820068359375,435.69000244140625,115607000.0,435.69000244140625,-2.841,2016-01-12,02,2016,-1.8372857142857144,6.59421831895906
435.1860046386719,424.4429931640625,434.6650085449219,432.3710021972656,173888000.0,432.3710021972656,-0.762,2016-01-13,02,2016,-1.8372857142857144,6.59421831895906
433.3240051269531,427.8450012207031,432.2879943847656,430.3059997558594,43945500.0,430.3059997558594,-0.478,2016-01-14,02,2016,-1.8372857142857144,6.59421831895906
430.2550048828125,364.33099365234375,430.2550048828125,364.33099365234375,153351008.0,364.33099365234375,-15.332,2016-01-15,02,2016,-1.8372857142857144,6.59421831895906
390.5570068359375,354.91400146484375,365.072998046875,387.5360107421875,120352000.0,387.5360107421875,6.369,2016-01-16,02,2016,-1.8372857142857144,6.59421831895906
390.9649963378906,380.0920104980469,387.1520080566406,382.29901123046875,45319600.0,382.29901123046875,-1.351,2016-01-17,03,2016,0.11714285714285712,5.338057056912857
388.10400390625,376.6650085449219,381.7330017089844,387.1679992675781,54403900.0,387.1679992675781,1.274,2016-01-18,03,2016,0.11714285714285712,5.338057056912857
387.7300109863281,378.97198486328125,387.0260009765625,380.14898681640625,46819800.0,380.14898681640625,-1.813,2016-01-19,03,2016,0.11714285714285712,5.338057056912857
425.2669982910156,376.5989990234375,379.739990234375,420.2300109863281,121720000.0,420.2300109863281,10.544,2016-01-20,03,2016,0.11714285714285712,5.338057056912857
422.87701416015625,406.29998779296875,419.6319885253906,410.2619934082031,68338000.0,410.2619934082031,-2.372,2016-01-21,03,2016,0.11714285714285712,5.338057056912857
410.4100036621094,375.2820129394531,409.7510070800781,382.49200439453125,91546600.0,382.49200439453125,-6.769,2016-01-22,03,2016,0.11714285714285712,5.338057056912857
394.5429992675781,381.9809875488281,382.4339904785156,387.4909973144531,56247400.0,387.4909973144531,1.307,2016-01-23,03,2016,0.11714285714285712,5.338057056912857
405.4849853515625,387.510009765625,388.10198974609375,402.97100830078125,54824800.0,402.97100830078125,3.995,2016-01-24,04,2016,-0.31714285714285717,2.5013135501552934
402.3169860839844,388.5539855957031,402.3169860839844,391.72601318359375,59062400.0,391.72601318359375,-2.791,2016-01-25,04,2016,-0.31714285714285717,2.5013135501552934
397.7659912109375,390.57501220703125,392.00201416015625,392.15301513671875,58147000.0,392.15301513671875,0.109,2016-01-26,04,2016,-0.31714285714285717,2.5013135501552934
396.8429870605469,391.7820129394531,392.4440002441406,394.97198486328125,47424400.0,394.97198486328125,0.719,2016-01-27,04,2016,-0.31714285714285717,2.5013135501552934
395.50201416015625,379.7349853515625,395.14599609375,380.28900146484375,59247900.0,380.28900146484375,-3.717,2016-01-28,04,2016,-0.31714285714285717,2.5013135501552934
384.3789978027344,365.4519958496094,380.1080017089844,379.4739990234375,86125296.0,379.4739990234375,-0.214,2016-01-29,04,2016,-0.31714285714285717,2.5013135501552934
380.9169921875,376.4909973144531,378.864990234375,378.2550048828125,30284400.0,378.2550048828125,-0.321,2016-01-30,04,2016,-0.31714285714285717,2.5013135501552934
380.34698486328125,367.8349914550781,378.2929992675781,368.7669982910156,37894300.0,368.7669982910156,-2.508,2016-01-31,05,2016,-0.034285714285714315,2.7311413190755807
378.0719909667969,367.9570007324219,369.3500061035156,373.0559997558594,51656700.0,373.0559997558594,1.163,2016-02-01,05,2016,-0.034285714285714315,2.7311413190755807
375.88299560546875,372.9200134277344,372.9200134277344,374.447998046875,40378700.0,374.447998046875,0.373,2016-02-02,05,2016,-0.034285714285714315,2.7311413190755807
374.95001220703125,368.0450134277344,374.64599609375,369.9490051269531,45933400.0,369.9490051269531,-1.202,2016-02-03,05,2016,-0.034285714285714315,2.7311413190755807
391.6080017089844,369.9930114746094,370.17401123046875,389.593994140625,69285504.0,389.593994140625,5.31,2016-02-04,05,2016,-0.034285714285714315,2.7311413190755807
391.093994140625,385.5719909667969,388.89801025390625,386.54901123046875,43825000.0,386.54901123046875,-0.782,2016-02-05,05,2016,-0.034285714285714315,2.7311413190755807
386.6310119628906,372.3869934082031,386.5889892578125,376.5220031738281,49249300.0,376.5220031738281,-2.594,2016-02-06,05,2016,-0.034285714285714315,2.7311413190755807
380.8710021972656,374.90301513671875,376.5140075683594,376.6199951171875,37076300.0,376.6199951171875,0.026,2016-02-07,06,2016,0.5768571428571428,1.0605541678090482
379.8789978027344,373.3340148925781,376.7569885253906,373.4469909667969,47671100.0,373.4469909667969,-0.842,2016-02-08,06,2016,0.5768571428571428,1.0605541678090482
377.2460021972656,372.89801025390625,373.4230041503906,376.02899169921875,55318500.0,376.02899169921875,0.691,2016-02-09,06,2016,0.5768571428571428,1.0605541678090482
385.4830017089844,375.7829895019531,376.14599609375,381.64898681640625,85130896.0,381.64898681640625,1.495,2016-02-10,06,2016,0.5768571428571428,1.0605541678090482
