Year,Week_Number,mean_return,volatility
2017,32,3.496428571428571,3.5792130819098054
2017,33,0.1168571428571428,3.9676221438275183
2017,34,1.0192857142857144,2.0679591158342334
2017,35,0.699857142857143,3.7186337736939277
2017,36,-1.3894285714285712,5.018501331976272
2017,37,-1.5374285714285716,10.063348628515639
2017,38,0.5778571428571431,6.692579209556691
2017,39,2.6409999999999996,3.62343064880048
2017,40,0.6792857142857144,2.2575708711124083
2017,41,3.115714285714286,4.858472658297932
2017,42,0.8342857142857143,2.350875561309425
2017,43,0.43042857142857127,4.5371339285626435
2017,44,3.094333333333333,2.218206993647497
2017,45,-2.0294285714285714,4.248658645468507
2017,46,3.1181428571428573,6.42119883481196
2017,47,1.781,3.0509367960240232
2017,48,3.395,3.129138433072806
2017,49,5.252571428571429,12.818181668462742
2017,50,3.7737142857142865,5.593366211095835
2017,51,-3.798714285714286,5.953272761383319
2017,52,-1.492285714285714,8.460686038265173
2017,53,9.297,0.0
2018,00,3.7580000000000005,5.810015215126377
2018,01,-2.6552857142857142,5.857539207843902
2018,02,-1.1982857142857137,8.461439056375808
2018,03,-1.592142857142857,4.913565895510491
2018,04,-2.945857142857143,5.951025245803489
2018,05,-0.4488571428571427,9.915501658658384
2018,06,3.880714285714286,6.70264663433497
2018,07,-1.6455714285714287,5.183638871717527
2018,08,2.335857142857143,3.6791457988946035
2018,09,-3.5814285714285714,3.4937450229967104
2018,10,-1.4658571428571427,5.655153738805322
2018,11,1.3398571428571426,2.9281254770798006
2018,12,-2.849875,3.6199488330046092
2018,13,0.4651428571428572,4.661791659457817
2018,14,2.576857142857143,5.253422104640346
2018,15,0.8405714285714287,3.37884220096879
2018,16,1.1128571428571428,5.70621857942635
2018,17,0.38414285714285706,2.6852383772874138
2018,18,-1.3949999999999998,3.1276322247561863
2018,19,-0.32542857142857123,2.329170371408588
2018,20,-2.0171428571428573,2.3793105043668588
2018,21,0.6932857142857142,2.3888776105307774
2018,22,-1.759,3.8338351990315562
2018,23,-0.5612857142857143,3.541034251659897
2018,24,-0.654142857142857,4.178593919353392
2018,25,0.5282857142857144,3.1949247625093204
2018,26,0.8605714285714284,1.8262877518017122
2018,27,-0.8662857142857143,2.6526751726188733
2018,28,2.2784285714285715,3.6245397343268686
2018,29,1.5481428571428573,4.241122234683151
2018,30,-2.1081428571428567,2.239442298770792
2018,31,-1.5124285714285712,3.949274906323221
2018,32,0.4282857142857143,2.1187699036851324
2018,33,0.46028571428571424,2.3856248457714186
2018,34,1.173857142857143,1.5850044614628511
2018,35,-1.9798571428571432,3.3057253580503545
2018,36,0.4875714285714285,0.9976305022640491
2018,37,0.4391428571428571,2.1815024966424272
2018,38,-0.17014285714285715,1.6837270590935487
2018,39,-0.04642857142857145,0.7419757087539676
2018,40,-0.6719999999999999,1.9698129352809115
2018,41,0.4459999999999999,2.0028662794438707
2018,42,0.009000000000000005,0.19974149961053828
2018,43,-0.319,1.1131700678692362
2018,44,0.1108571428571429,0.876896122424891
2018,45,-1.9688571428571426,3.4869483042039033
2018,46,-4.808142857142856,6.40030971720826
2018,47,1.3439999999999996,6.126634094944248
2018,48,-2.665857142857143,3.3410897138793616
2018,49,-0.9737142857142859,3.0631720331646255
2018,50,3.2467142857142854,5.433686769106396
2018,51,-0.6097142857142855,4.70871828683368
2018,52,-0.9980000000000001,3.0971277015970786
2019,00,0.562,2.2447202498307
2019,01,-0.6144285714285712,4.3539938698909095
2019,02,0.28600000000000003,2.4430171236949336
2019,03,-0.48200000000000004,1.395607394649369
2019,04,-0.31614285714285717,1.502806644090919
2019,05,0.6422857142857143,3.268990859285972
2019,06,-0.1604285714285714,0.574576614312039
2019,07,1.9302857142857144,2.444728254447769
2019,08,-0.9414285714285714,3.220962322926843
2019,09,0.3755714285714285,1.811682722143777
2019,10,0.3098571428571429,1.0641123732281017
2019,11,-0.043,0.7708806652134946
2019,12,0.2555714285714285,1.2531280670310405
2019,13,3.158874999999999,6.514025668564277
2019,14,-0.058857142857142906,2.481532082442312
2019,15,0.41142857142857137,1.5889570853385624
2019,16,-0.050142857142857065,2.5841539833229383
2019,17,1.3405714285714285,1.8591547234467296
2019,18,2.7801428571428572,5.080712792137583
2019,19,2.572142857142857,7.500907976784576
2019,20,0.8669999999999999,3.727374321601378
2019,21,0.13785714285714284,2.338821599906773
2019,22,-1.7650000000000003,3.5482694843167333
2019,23,2.286142857142857,2.11802993593665
2019,24,2.759571428571429,2.958721393729779
2019,25,0.3731428571428569,9.84720400974428
2019,26,0.9352857142857143,5.330215089915406
2019,27,-1.397,6.15963394475137
2019,28,0.706714285714286,7.298067523079555
2019,29,-1.4535714285714287,2.15269953447161
2019,30,2.009,1.7658744764752297
2019,31,0.775142857142857,4.067056405992399
2019,32,-1.473142857142857,3.5307606559385767
2019,33,-0.23242857142857143,3.626424403235362
2019,34,-0.5208571428571428,2.3608287689263863
2019,35,1.0025714285714287,2.7104687698589984
2019,36,-0.12042857142857147,1.367938455869861
2019,37,-0.3847142857142857,0.7790957823626299
2019,38,-2.9745714285714286,4.208013579554406
2019,39,-0.1961428571428571,1.489795000279281
2019,40,0.6111428571428571,2.4926813828065706
2019,41,-0.15671428571428564,1.8123979248761122
2019,42,2.376714285714286,7.216108755515578
2019,43,-0.38433333333333336,1.9279785960084377
2019,44,-0.7825714285714286,2.1146596934371304
2019,45,-0.41328571428571426,2.0626143373791197
2019,46,-2.0238571428571426,2.3420345449040267
2019,47,0.37585714285714283,3.3183596062196874
2019,48,-0.014285714285714315,1.609468102022706
2019,49,-0.8312857142857143,1.120521116011908
2019,50,0.2154285714285715,4.473121648883952
2019,51,0.2678571428571429,2.048443427627543
2019,52,-0.56,1.734052767363208
2020,00,0.7872499999999999,3.3512984921270936
2020,01,1.2102857142857142,3.2115226250843336
2020,02,1.5797142857142858,3.254428455417106
2020,03,-0.9348571428571429,1.5182745062044862
2020,04,1.6882857142857142,2.3666952848705667
2020,05,0.7194285714285714,1.9586188890085159
2020,06,0.06814285714285706,2.769520200839334
2020,07,-0.2919999999999999,2.981416162385475
2020,08,-1.6228571428571426,2.593616357429103
2020,09,0.530142857142857,2.2874739655036826
2020,10,-6.171571428571428,15.19929315085785
2020,11,2.7471428571428573,7.730392754760727
2020,12,0.26014285714285695,5.551292054665335
2020,13,1.157875,4.74471216762107
2020,14,0.44128571428571434,3.955889226384957
2020,15,0.5686666666666668,3.627198680340886
2020,16,0.9811428571428571,2.814306156560999
2020,17,2.218857142857143,4.851255556677104
2020,18,-0.12114285714285712,4.961502978888938
2020,19,1.481285714285714,3.505493960166228
2020,20,-1.3281428571428573,2.4476725290618044
2020,21,1.083142857142857,2.5234371683989165
2020,22,0.5147142857142859,4.087923177453548
2020,23,-0.5294285714285715,2.3571332063294497
2020,24,-0.1242857142857143,0.8318831477007882
2020,25,-0.2274285714285714,2.1800383679454556
2020,26,-0.10657142857142857,0.7750277107181087
2020,27,0.32885714285714285,1.7560617328339598
2020,28,-0.1395714285714286,0.37802242311925416
2020,29,1.0885714285714285,1.1469402566746676
2020,30,1.6894285714285715,5.134115011604332
2020,31,0.8038571428571427,2.101978863560988
2020,32,0.28071428571428575,1.9996271080950494
2020,33,-0.2587142857142858,2.0254126093453744
2020,34,0.07357142857142855,1.9621528871066474
2020,35,-1.747857142857143,4.651660901533681
2020,36,0.06757142857142862,1.3010730004042634
2020,37,0.839857142857143,1.572312673375478
2020,38,-0.176857142857143,3.0085708915569547
2020,39,-0.11571428571428569,0.968849784415471
2020,40,1.075,1.7288973364546547
2020,41,0.17760000000000004,0.9901077214121704
2020,42,1.8532857142857142,2.729972082536481
2020,43,0.9591666666666666,2.336394608508303
2020,44,1.1468571428571426,4.654725105688177
2020,45,1.1720000000000002,2.3572425274742805
2020,46,2.1748571428571433,2.6523264899939845
2020,47,-0.648142857142857,4.152388165404394
2020,48,1.193857142857143,4.1741615297195285
2020,49,-0.23171428571428582,2.712371761287263
2020,50,3.517,3.515620428885917
2020,51,1.5327142857142857,3.864891103006039
2020,52,1.891,2.3784793461369387
2021,00,5.3285,5.719786753017982
2021,01,3.346571428571429,4.162115041544097
2021,02,-1.3395714285714289,6.436040860061483
2021,03,-1.5365714285714287,6.179256262074017
2021,04,1.0407142857142857,4.535356094593004
2021,05,2.0138571428571432,3.449542744025234
2021,06,2.8644285714285713,7.662399381767716
2021,07,2.581285714285715,3.596737304571358
2021,08,-2.6474285714285712,4.5316241333228735
2021,09,0.918857142857143,4.839500987656043
2021,10,3.2897142857142856,2.4794128817313257
2021,11,-0.6548571428571429,3.143569755790988
2021,12,-0.5192857142857146,3.8852984747758104
2021,13,0.624125,1.8764987486197342
2021,14,0.3758571428571429,2.550073098858895
2021,15,-0.906,3.9829265203699986
2021,16,-2.0843999999999996,2.394475892549349
