Year,Week_Number,mean_return,volatility
2016,00,-0.103,0.14566399692442877
2016,01,0.49371428571428566,2.830678111588912
2016,02,-1.8372857142857144,6.59421831895906
2016,03,0.11714285714285712,5.338057056912857
2016,04,-0.31714285714285717,2.5013135501552934
2016,05,-0.034285714285714315,2.7311413190755807
2016,06,0.5768571428571428,1.0605541678090482
2016,07,1.5934285714285714,2.0829858262554146
2016,08,-0.13828571428571432,1.798056331550425
2016,09,-1.080857142857143,1.4619771348612616
2016,10,0.39828571428571424,1.4107264930152965
2016,11,-0.034999999999999996,1.1841096514540645
2016,12,0.2604285714285714,0.5402711841112317
2016,13,0.09362500000000001,1.1336061217573388
2016,14,0.023000000000000003,0.4223631928407904
2016,15,0.1984285714285714,0.6503795961187736
2016,16,1.0142857142857142,0.975445148686095
2016,17,-0.1892857142857142,2.155590229634389
2016,18,0.21771428571428572,1.373339083436876
2016,19,-0.02685714285714284,0.920920269544081
2016,20,-0.5707142857142857,1.4224214933562784
2016,21,2.6891428571428575,4.3786479430897165
2016,22,1.2915714285714288,2.081237681216224
2016,23,2.346571428571429,4.355393930026799
2016,24,1.910714285714286,4.461401488108332
2016,25,-2.5338571428571433,6.650132916680975
2016,26,0.7247142857142855,4.10221764067054
2016,27,-0.15271428571428577,3.4226941977671
2016,28,0.6602857142857143,1.5910004938492543
2016,29,-0.38142857142857156,1.0823315661328645
2016,30,-0.7965714285714285,1.7654445952925342
2016,31,-0.6571428571428569,4.50950372097904
2016,32,-0.5398571428571428,0.9976979216461979
2016,33,0.27242857142857146,0.891944104590801
2016,34,-0.17914285714285713,0.8992136247061334
2016,35,0.8528571428571429,1.5580413375529576
2016,36,-0.03628571428571429,1.4257974042953079
2016,37,0.07471428571428573,0.383124746562489
2016,38,-0.21028571428571427,0.8569301243947711
2016,39,0.23942857142857146,0.6327289722945777
2016,40,0.137,0.3775424920897426
2016,41,0.5748571428571428,1.3987860723464745
2016,42,0.35114285714285715,1.6189173778147161
2016,43,0.9621428571428571,1.9293209883766038
2016,44,0.09933333333333332,3.8242321930900935
2016,45,0.04099999999999999,1.3457053912353922
2016,46,0.9305714285714285,1.7500516046813075
2016,47,-0.3021428571428571,1.4547994625344334
2016,48,0.6877142857142856,1.2804025036794373
2016,49,0.06799999999999999,0.9104588586714577
2016,50,0.2978571428571429,0.7226371677339024
2016,51,1.8854285714285712,3.0892254615649133
2016,52,1.018857142857143,2.0438983527050647
2017,01,-0.5407142857142855,8.211368292683945
2017,02,-1.3177142857142858,5.9467897702397865
2017,03,1.7691428571428571,3.667779274918791
2017,04,0.007142857142857094,1.5252438524786158
2017,05,1.7967142857142855,1.8611504250763569
2017,06,-0.49742857142857144,2.9224248982162546
2017,07,0.7012857142857144,1.1179619424479104
2017,08,1.195714285714286,2.475265825070492
2017,09,1.3474285714285712,1.6786716829230244
2017,10,-0.8394285714285715,4.527348335657524
2017,11,-2.520142857142857,5.5252437481246455
2017,12,0.15571428571428556,6.250823458134288
2017,13,1.617125,3.223247184240496
2017,14,1.1,2.414850029850025
2017,15,-0.051999999999999984,1.2976984755070544
2017,16,0.2975714285714286,1.2770957752054537
2017,17,1.5942857142857143,1.3000482958061872
2017,18,2.4591428571428575,1.5302755120752418
2017,19,1.8872857142857147,4.5404409372617
2017,20,1.8058571428571426,3.9106150594065308
2017,21,0.9625714285714286,6.447875951483115
2017,22,2.2537142857142856,3.2951072675653377
2017,23,2.4332857142857143,4.044973535730723
2017,24,-1.965857142857143,5.674971466259293
2017,25,0.27000000000000013,3.090033980395685
2017,26,-0.431,2.773490099735951
2017,27,0.08842857142857145,2.157237033579671
2017,28,-3.655714285714286,4.122035650593273
2017,29,5.526999999999999,10.674022718731678
2017,30,0.221,4.352521376550991
2017,31,2.342142857142857,5.566797685940318
